case_id,subject_id,scenario_name,policy_id,framework_id,horizon_steps,iteration,trial_purpose,selection_mode,trajectory_id,alpha_hip,alpha_knee,alpha_phase,operating_alpha_hip_before,operating_alpha_knee_before,operating_alpha_phase_before,operating_alpha_hip_after,operating_alpha_knee_after,operating_alpha_phase_after,J_pred,actual_J,operating_actual_J_before,best_actual_J_before,best_actual_J_after,delta_J_pred_endpoint,delta_J_actual_vs_operating,accepted_meaningful_improvement,executed_false_improvement,latent_intermediate_count,intermediate_execution_count,endpoint_execution_count,model_refit_after_execution,full_map_recomputed_after_execution,authorization_invalidated_after_execution,truth_accessed_before_selection,manifest_sha_verified_before_truth,execution_status,cumulative_regret_vs_best_before,stop_reason_after_iteration
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,5,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.967787438536,0.967782002335,0.975575746902,0.975575746902,0.967782002335,-0.00779369496413,-0.00779374456701,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,6,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.99870663625,0.998706043352,0.967782002335,0.967782002335,0.967782002335,0.0309191977138,0.0309240410168,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0309240410168,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,7,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.998069869126,0.998069276508,0.967782002335,0.967782002335,0.967782002335,0.0302824305897,0.0302872741735,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0612113151903,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,8,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.997437988045,0.997437395699,0.967782002335,0.967782002335,0.967782002335,0.0296505495089,0.0296553933643,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0908667085546,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,9,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0.996811008744,0.996810416661,0.967782002335,0.967782002335,0.967782002335,0.029023570208,0.0290284143257,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.11989512288,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,10,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.996188946817,0.996188354986,0.967782002335,0.967782002335,0.967782002335,0.0284015082807,0.0284063526514,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.148301475532,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,11,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.995571817713,0.995571226126,0.967782002335,0.967782002335,0.967782002335,0.0277843791768,0.0277892237913,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.176090699323,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,12,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.994959636738,0.994959045386,0.967782002335,0.967782002335,0.967782002335,0.0271721982021,0.027177043051,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.203267742374,
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,BUNDLE_5,BUNDLE_5,5,1,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.993142559609,0.991096051935,1,1,0.991096051935,-0.00685744039063,-0.00890394806501,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.986381629612,0.982395286145,0.991096051935,0.991096051935,0.982395286145,-0.00676061139724,-0.00870076578956,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.979712935485,0.973890808057,0.982395286145,0.982395286145,0.973890808057,-0.00666557931073,-0.00850447808886,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.973134907629,0.965580186606,0.973890808057,0.973890808057,0.965580186606,-0.00657146770075,-0.00831062145021,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,BUNDLE_5,BUNDLE_5,5,1,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992542853163,0.992345339537,1,1,0.992345339537,-0.00745714683703,-0.00765466046262,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.985210826959,0.984827390336,0.992345339537,0.992345339537,0.984827390336,-0.00733182855473,-0.00751794920144,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.978002499282,0.977440667447,0.984827390336,0.984827390336,0.977440667447,-0.00720768328551,-0.00738672288919,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.970917079929,0.970184548874,0.977440667447,0.977440667447,0.970184548874,-0.00708426364471,-0.00725611857231,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,BUNDLE_5,BUNDLE_5,5,1,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992627130267,0.992623627739,1,1,0.992623627739,-0.00737286973338,-0.00737637226131,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.985375716446,0.985373232561,0.992623627739,0.992623627739,0.985373232561,-0.00725145076523,-0.0072503951773,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.978244740168,0.978243220592,0.985373232561,0.985373232561,0.978243220592,-0.00713102150287,-0.00713001196921,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.971233524765,0.971232932129,0.978243220592,0.978243220592,0.971232932129,-0.00701126065163,-0.00701028846313,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__structured_residual,baseline,structured_residual,BUNDLE_5,BUNDLE_5,5,1,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992633159696,0.992688286868,1,1,0.992688286868,-0.00736684030378,-0.00731171313167,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__structured_residual,baseline,structured_residual,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.98538744516,0.985506647488,0.992688286868,0.992688286868,0.985506647488,-0.00724575318006,-0.00718163938027,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__structured_residual,baseline,structured_residual,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.978262103279,0.97844920142,0.985506647488,0.985506647488,0.97844920142,-0.0071255684236,-0.00705744606815,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__structured_residual,baseline,structured_residual,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.971256559497,0.971515062695,0.97844920142,0.97844920142,0.971515062695,-0.00700601078728,-0.00693413872489,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__combined_mild,baseline,combined_mild,BUNDLE_5,BUNDLE_5,5,1,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992953577386,0.991452857738,1,1,0.991452857738,-0.00704642261438,-0.00854714226204,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__combined_mild,baseline,combined_mild,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.986012107216,0.983089368843,0.991452857738,0.991452857738,0.983089368843,-0.00694108898738,-0.00836348889518,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__combined_mild,baseline,combined_mild,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.979172031446,0.974903154678,0.983089368843,0.983089368843,0.974903154678,-0.00683740120252,-0.00818621416522,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
baseline__combined_mild,baseline,combined_mild,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.972431987188,0.966892394609,0.974903154678,0.974903154678,0.966892394609,-0.00673458187878,-0.00801076006898,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,1,-0.000598252032347,-0.000598760008495,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.998812697049,0.998812189197,1,1,1,-0.00118730295087,-0.00118781080285,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.998227830761,0.998227323026,1,1,1,-0.00177216923884,-0.00177267697408,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.997647164536,0.99764665691,1,1,1,-0.00235283546435,-0.00235334309024,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.997070713678,0.997070206154,1,1,1,-0.00292928632202,-0.00292979384597,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.996498493366,0.996497985937,1,1,1,-0.00350150663358,-0.00350201406302,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.995930518652,0.995930011309,1,1,1,-0.00406948134839,-0.00406998869074,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,SINGLE_STEP,SINGLE_STEP,1,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,0,0,0,0.995366804456,0.995366297193,1,1,1,-0.00463319554393,-0.00463370280663,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,1,-0.000598252032347,-0.000598760008495,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.998812697049,0.998812189197,1,1,1,-0.00118730295087,-0.00118781080285,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.998227830761,0.998227323026,1,1,1,-0.00177216923884,-0.00177267697408,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.997647164536,0.99764665691,1,1,1,-0.00235283546435,-0.00235334309024,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.997070713678,0.997070206154,1,1,1,-0.00292928632202,-0.00292979384597,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.996498493366,0.996497985937,1,1,1,-0.00350150663358,-0.00350201406302,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.995930518652,0.995930011309,1,1,1,-0.00406948134839,-0.00406998869074,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_2,BUNDLE_2,2,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,0,0,0,0.995366804456,0.995366297193,1,1,1,-0.00463319554393,-0.00463370280663,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,1,-0.000598252032347,-0.000598760008495,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.998812697049,0.998812189197,1,1,1,-0.00118730295087,-0.00118781080285,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.998227830761,0.998227323026,1,1,1,-0.00177216923884,-0.00177267697408,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.997647164536,0.99764665691,1,1,1,-0.00235283546435,-0.00235334309024,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.997070713678,0.997070206154,1,1,1,-0.00292928632202,-0.00292979384597,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.996498493366,0.996497985937,1,1,1,-0.00350150663358,-0.00350201406302,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.995930518652,0.995930011309,1,1,1,-0.00406948134839,-0.00406998869074,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_3,BUNDLE_3,3,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,0,0,0,0.995366804456,0.995366297193,1,1,1,-0.00463319554393,-0.00463370280663,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,1,-0.000598252032347,-0.000598760008495,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992076929776,0.992071846745,1,1,0.992071846745,-0.00792307022394,-0.00792815325521,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.984304731038,0.984299603202,0.992071846745,0.992071846745,0.984299603202,-0.00777219873791,-0.00777224354304,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.976682068452,0.976676894985,0.984299603202,0.984299603202,0.976676894985,-0.00762266258614,-0.00762270821688,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,5,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.969208014726,0.969202794811,0.976676894985,0.976676894985,0.969202794811,-0.00747405372625,-0.00747410017385,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,6,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.998812697049,0.998812189197,0.969202794811,0.969202794811,0.969202794811,0.0296046823234,0.0296093943861,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0296093943861,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,7,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.998227830761,0.998227323026,0.969202794811,0.969202794811,0.969202794811,0.0290198160354,0.0290245282149,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.058633922601,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,8,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.997647164536,0.99764665691,0.969202794811,0.969202794811,0.969202794811,0.0284391498099,0.0284438620987,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0870777846998,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,9,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0.997070713678,0.997070206154,0.969202794811,0.969202794811,0.969202794811,0.0278626989522,0.027867411343,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.114945196043,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,10,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.996498493366,0.996497985937,0.969202794811,0.969202794811,0.969202794811,0.0272904786407,0.027295191126,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.142240387169,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,11,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.995930518652,0.995930011309,0.969202794811,0.969202794811,0.969202794811,0.0267225039259,0.0267272164982,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.168967603667,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,BUNDLE_5,BUNDLE_5,5,12,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.995366804456,0.995366297193,0.969202794811,0.969202794811,0.969202794811,0.0261587897303,0.0261635023823,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.195131106049,
prospective_subject_001__nonlinear_stiffness_strong,prospective_subject_001,nonlinear_stiffness_strong,BUNDLE_5,BUNDLE_5,5,1,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.99431327353,0.987080761961,1,1,0.987080761961,-0.00568672647028,-0.0129192380388,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__nonlinear_stiffness_strong,prospective_subject_001,nonlinear_stiffness_strong,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.988676269312,0.974590435357,0.987080761961,0.987080761961,0.974590435357,-0.00563656903089,-0.0124903266039,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__nonlinear_stiffness_strong,prospective_subject_001,nonlinear_stiffness_strong,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.983082233434,0.962518614188,0.974590435357,0.974590435357,0.962518614188,-0.0055885924643,-0.0120718211693,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_001__nonlinear_stiffness_strong,prospective_subject_001,nonlinear_stiffness_strong,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.977528805059,0.950858011384,0.962518614188,0.962518614188,0.950858011384,-0.0055416276181,-0.0116606028041,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,SINGLE_STEP,SINGLE_STEP,1,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999855563362,0.999855412977,1,1,1,-0.00014443663766,-0.000144587022724,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,SINGLE_STEP,SINGLE_STEP,1,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.999716269938,0.999716119706,1,1,1,-0.000283730062317,-0.000283880293844,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,SINGLE_STEP,SINGLE_STEP,1,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.999578651978,0.999578501898,1,1,1,-0.000421348021877,-0.000421498101913,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
